datetime,temp_C,humidity_%,windspeed_kph,precip_mm
2025-05-10 22:00:00,28.0,85.8,17.6,0.0
2025-05-10 23:00:00,29.6,74.56,14.8,0.0
2025-05-11 00:00:00,29.0,82.9,20.9,0.0
2025-05-11 01:00:00,28.2,85.31,21.2,0.0
2025-05-11 02:00:00,29.6,74.56,11.2,0.0
2025-05-11 03:00:00,27.4,87.29,16.9,0.0
2025-05-11 04:00:00,27.7,85.26,15.8,0.0
2025-05-11 05:00:00,28.6,81.39,7.6,0.0
2025-05-11 06:00:00,27.7,87.32,14.0,0.0
2025-05-11 07:00:00,29.2,81.95,15.8,0.0
2025-05-11 08:00:00,29.6,78.2,14.8,0.0
2025-05-11 09:00:00,29.0,78.58,16.9,0.0
2025-05-11 10:00:00,32.6,65.9,18.0,0.0
2025-05-11 11:00:00,34.1,61.67,18.4,0.0
2025-05-11 12:00:00,32.3,62.39,21.6,0.0
2025-05-11 13:00:00,34.2,55.08,24.1,0.0
2025-05-11 14:00:00,34.6,56.51,22.3,0.0
2025-05-11 15:00:00,33.1,60.0,24.5,0.0
2025-05-11 16:00:00,32.4,63.17,25.2,0.0
2025-05-11 17:00:00,33.1,61.46,22.3,0.0
2025-05-11 18:00:00,31.9,70.63,20.5,0.0
2025-05-11 19:00:00,28.5,82.85,19.4,0.0
2025-05-11 20:00:00,30.6,71.67,11.2,0.0
2025-05-11 21:00:00,29.2,83.91,19.1,0.0
2025-05-11 22:00:00,28.4,85.84,18.0,0.0
2025-05-11 23:00:00,30.1,75.08,14.8,0.0
2025-05-12 00:00:00,29.0,82.41,19.8,0.0
2025-05-12 01:00:00,28.1,83.79,17.3,0.0
2025-05-12 02:00:00,29.1,78.13,14.8,0.0
2025-05-12 03:00:00,27.3,92.08,16.2,0.0
2025-05-12 04:00:00,27.5,91.55,16.9,0.0
2025-05-12 05:00:00,28.6,77.13,14.8,0.0
2025-05-12 06:00:00,28.7,86.38,17.3,0.0
2025-05-12 07:00:00,29.8,81.06,19.4,0.0
2025-05-12 08:00:00,29.6,72.35,11.2,0.0
2025-05-12 09:00:00,29.0,78.58,23.0,0.0
2025-05-12 10:00:00,32.2,65.04,24.5,0.0
2025-05-12 11:00:00,32.6,60.98,18.4,0.0
2025-05-12 12:00:00,31.6,66.49,26.3,0.0
2025-05-12 13:00:00,33.4,60.43,27.0,0.0
2025-05-12 14:00:00,34.1,56.39,25.9,0.0
2025-05-12 15:00:00,32.7,63.23,24.8,0.0
2025-05-12 16:00:00,32.2,63.89,25.2,0.0
2025-05-12 17:00:00,32.2,59.75,25.6,0.0
2025-05-12 18:00:00,32.0,59.03,27.7,0.0
2025-05-12 19:00:00,31.0,62.49,22.3,0.0
2025-05-12 20:00:00,30.0,65.81,18.2,0.0
2025-05-12 21:00:00,30.0,66.17,13.0,0.0
2025-05-12 22:00:00,30.0,70.28,22.3,0.0
2025-05-12 23:00:00,29.0,74.46,18.4,0.0
2025-05-13 00:00:00,29.0,74.46,22.3,0.0
2025-05-13 01:00:00,29.0,70.1,13.0,0.0
2025-05-13 02:00:00,29.0,75.89,14.8,0.0
2025-05-13 03:00:00,28.0,74.29,9.4,0.0
2025-05-13 04:00:00,28.0,78.91,14.8,0.0
2025-05-13 05:00:00,28.2,78.2,12.2,0.0
2025-05-13 06:00:00,29.0,74.46,14.8,0.0
2025-05-13 07:00:00,29.0,74.46,18.4,0.0
2025-05-13 08:00:00,30.0,69.57,17.9,0.0
2025-05-13 09:00:00,30.0,66.17,18.4,0.0
2025-05-13 10:00:00,32.0,55.55,25.9,0.0
2025-05-13 11:00:00,33.0,55.89,20.8,0.0
2025-05-13 12:00:00,33.0,52.5,24.1,0.0
2025-05-13 13:00:00,34.0,49.64,22.3,0.0
2025-05-13 14:00:00,34.0,55.08,24.0,0.0
2025-05-13 15:00:00,34.0,52.75,27.7,0.0
2025-05-13 16:00:00,34.0,49.64,20.5,0.0
2025-05-13 17:00:00,33.0,58.95,22.6,0.0
2025-05-13 18:00:00,32.0,59.03,18.4,0.0
2025-05-13 19:00:00,32.0,62.7,20.5,0.0
2025-05-13 20:00:00,31.0,68.45,14.8,0.0
2025-05-13 21:00:00,30.0,70.28,13.0,0.0
2025-05-13 22:00:00,30.0,70.28,7.6,0.0
2025-05-13 23:00:00,30.0,76.04,13.3,0.0
2025-05-14 00:00:00,30.0,79.19,18.4,0.0
2025-05-14 01:00:00,29.0,79.05,16.6,0.0
2025-05-14 02:00:00,28.6,78.63,7.6,0.0
2025-05-14 03:00:00,28.0,78.91,9.4,0.0
2025-05-14 04:00:00,28.0,83.78,11.2,0.0
2025-05-14 05:00:00,28.4,82.85,11.2,0.0
2025-05-14 06:00:00,28.0,83.78,11.2,0.0
2025-05-14 07:00:00,29.0,79.05,7.6,0.0
2025-05-14 08:00:00,30.8,73.48,14.8,0.0
2025-05-14 09:00:00,32.0,62.7,18.4,0.0
2025-05-14 10:00:00,34.0,56.03,11.2,0.0
2025-05-14 11:00:00,34.6,56.28,15.5,0.0
2025-05-14 12:00:00,36.0,47.22,13.0,0.0
2025-05-14 13:00:00,36.0,47.22,13.0,0.0
2025-05-14 14:00:00,36.0,50.24,17.3,0.0
2025-05-14 15:00:00,35.0,46.96,22.3,0.0
2025-05-14 16:00:00,35.0,44.17,24.1,0.0
2025-05-14 17:00:00,34.0,56.13,19.9,0.0
2025-05-14 18:00:00,32.0,59.03,25.9,0.0
2025-05-14 19:00:00,31.0,70.47,24.1,0.0
2025-05-14 20:00:00,30.8,72.29,15.5,0.0
2025-05-14 21:00:00,30.0,74.62,13.0,0.0
2025-05-14 22:00:00,30.0,79.19,13.0,0.0
2025-05-14 23:00:00,29.8,80.1,9.7,0.0
2025-05-15 00:00:00,30.0,79.19,16.6,0.0
2025-05-15 01:00:00,29.0,83.89,16.6,0.0
2025-05-15 02:00:00,29.2,82.94,10.8,0.0
2025-05-15 03:00:00,29.0,79.05,11.2,0.0
2025-05-15 04:00:00,29.0,83.89,11.2,0.0
2025-05-15 05:00:00,29.0,84.09,7.1,0.0
2025-05-15 06:00:00,29.0,83.89,9.4,0.0
2025-05-15 07:00:00,29.0,83.89,11.2,0.0
2025-05-15 08:00:00,30.0,77.3,11.2,0.0
2025-05-15 09:00:00,31.0,70.47,0.0,0.0
2025-05-15 10:00:00,32.0,66.57,11.2,0.0
2025-05-15 11:00:00,34.0,61.63,16.9,0.0
2025-05-15 12:00:00,34.0,56.03,14.8,0.0
2025-05-15 13:00:00,34.0,56.03,16.6,0.0
2025-05-15 14:00:00,35.0,55.71,14.8,0.0
2025-05-15 15:00:00,34.0,56.03,22.3,0.0
2025-05-15 16:00:00,34.0,56.03,20.5,0.0
2025-05-15 17:00:00,34.0,59.45,16.9,0.0
2025-05-15 18:00:00,33.0,59.26,18.4,0.0
2025-05-15 19:00:00,32.0,62.7,16.6,0.0
2025-05-15 20:00:00,31.2,71.34,11.9,0.0
2025-05-15 21:00:00,31.0,70.47,14.8,0.0
2025-05-15 22:00:00,30.0,79.19,14.8,0.0
2025-05-15 23:00:00,30.0,80.12,11.2,0.0
2025-05-16 00:00:00,30.0,79.19,11.2,0.0
2025-05-16 01:00:00,29.0,79.05,9.4,0.0
2025-05-16 02:00:00,29.0,81.13,7.1,0.0
2025-05-16 03:00:00,29.0,79.05,7.6,0.0
2025-05-16 04:00:00,29.0,79.05,5.4,0.0
2025-05-16 05:00:00,28.8,82.45,4.6,0.0
2025-05-16 06:00:00,29.0,79.05,7.6,0.0
2025-05-16 07:00:00,29.0,79.05,0.0,0.0
2025-05-16 08:00:00,30.0,76.04,11.2,0.0
2025-05-16 09:00:00,30.0,70.28,13.0,0.0
2025-05-16 10:00:00,32.0,62.7,18.4,0.0
2025-05-16 11:00:00,33.0,58.95,18.4,0.0
2025-05-16 12:00:00,34.0,52.75,24.1,0.0
2025-05-16 13:00:00,34.0,49.64,25.9,0.0
2025-05-16 14:00:00,34.4,50.48,20.8,0.0
2025-05-16 15:00:00,35.0,46.96,31.7,0.0
2025-05-16 16:00:00,35.0,44.17,16.6,0.0
2025-05-16 17:00:00,34.8,47.79,18.4,0.0
2025-05-16 18:00:00,33.0,55.79,13.0,0.0
2025-05-16 19:00:00,32.0,59.03,18.4,0.0
2025-05-16 20:00:00,31.0,69.76,15.5,0.0
2025-05-16 21:00:00,30.0,70.28,16.6,0.0
2025-05-16 22:00:00,30.0,70.28,11.2,0.0
2025-05-16 23:00:00,30.0,73.35,11.9,0.0
2025-05-17 00:00:00,30.0,70.28,18.4,0.0
2025-05-17 01:00:00,30.0,70.28,13.0,0.0
2025-05-17 02:00:00,29.8,73.32,9.7,0.0
2025-05-17 03:00:00,29.0,74.46,13.0,0.0
2025-05-17 04:00:00,29.0,74.46,14.8,0.0
2025-05-17 05:00:00,28.8,75.5,10.8,0.0
2025-05-17 06:00:00,29.0,74.46,13.0,0.0
2025-05-17 07:00:00,29.0,70.1,14.8,0.0
2025-05-17 08:00:00,30.2,68.3,12.2,0.0
2025-05-17 09:00:00,31.0,62.49,16.6,0.0
2025-05-17 10:00:00,32.0,52.25,25.9,0.0
2025-05-17 11:00:00,32.4,57.83,19.7,0.0
2025-05-17 12:00:00,33.0,52.5,24.1,0.0
2025-05-17 13:00:00,33.0,49.39,18.4,0.0
2025-05-17 14:00:00,34.4,50.48,25.6,0.0
2025-05-17 15:00:00,34.0,49.64,22.3,0.0
2025-05-17 16:00:00,34.0,46.69,20.5,0.0
2025-05-17 17:00:00,33.4,54.02,16.9,0.0
2025-05-17 18:00:00,33.0,55.79,20.5,0.0
2025-05-17 19:00:00,31.0,62.49,18.4,0.0
2025-05-17 20:00:00,30.2,68.3,15.5,0.0
2025-05-17 21:00:00,30.0,70.28,14.8,0.0
2025-05-17 22:00:00,30.0,70.28,14.8,0.0
2025-05-17 23:00:00,30.0,72.15,11.9,0.0
2025-05-18 00:00:00,30.0,70.28,13.0,0.0
2025-05-18 01:00:00,30.0,66.17,14.8,0.0
2025-05-18 02:00:00,29.2,73.21,10.8,0.0
2025-05-18 03:00:00,29.0,74.46,5.4,0.0
2025-05-18 04:00:00,29.0,74.46,11.2,0.0
2025-05-18 05:00:00,29.0,75.89,8.6,0.0
2025-05-18 06:00:00,29.0,74.46,9.4,0.0
2025-05-18 07:00:00,29.0,74.46,7.6,0.0
2025-05-18 08:00:00,30.2,70.83,10.1,0.0
2025-05-18 09:00:00,32.0,59.03,14.8,0.0
2025-05-18 10:00:00,33.0,52.5,16.6,0.0
2025-05-18 11:00:00,34.0,52.22,15.5,0.0
2025-05-18 12:00:00,35.0,46.96,16.6,0.0
2025-05-18 13:00:00,35.0,44.17,18.4,0.0
2025-05-18 14:00:00,35.0,49.87,20.8,0.0
2025-05-18 15:00:00,35.0,44.17,22.3,0.0
2025-05-18 16:00:00,34.0,49.64,18.4,0.0
2025-05-18 17:00:00,34.0,52.22,24.0,0.0
2025-05-18 18:00:00,32.0,55.55,20.5,0.0
2025-05-18 19:00:00,31.0,62.49,22.3,0.0
2025-05-18 20:00:00,30.6,67.2,16.9,0.0
2025-05-18 21:00:00,30.0,66.17,18.4,0.0
2025-05-18 22:00:00,30.0,66.17,14.8,0.0
2025-05-18 23:00:00,30.0,70.79,15.5,0.0
2025-05-19 00:00:00,30.0,70.28,18.4,0.0
2025-05-19 01:00:00,30.0,70.28,18.4,0.0
2025-05-19 02:00:00,29.4,72.04,13.3,0.0
2025-05-19 03:00:00,29.0,70.1,16.6,0.0
2025-05-19 04:00:00,29.0,70.1,11.2,0.0
2025-05-19 05:00:00,28.4,75.79,12.6,0.0
2025-05-19 06:00:00,28.0,74.29,14.8,0.0
2025-05-19 07:00:00,29.0,74.46,13.0,0.0
2025-05-19 08:00:00,30.0,68.26,14.8,0.0
2025-05-19 09:00:00,31.0,62.49,18.4,0.0
2025-05-19 10:00:00,33.0,52.5,24.1,0.0
2025-05-19 11:00:00,33.4,54.02,19.3,0.0
2025-05-19 12:00:00,34.0,49.64,20.5,0.0
2025-05-19 13:00:00,34.0,49.64,25.9,0.0
2025-05-19 14:00:00,34.2,51.28,31.9,0.0
2025-05-19 15:00:00,34.0,49.64,18.4,0.0
2025-05-19 16:00:00,33.0,52.5,24.1,0.0
2025-05-19 17:00:00,33.0,55.89,28.0,0.0
2025-05-19 18:00:00,32.0,55.55,18.4,0.0
2025-05-19 19:00:00,31.0,62.49,20.5,0.0
2025-05-19 20:00:00,30.2,70.83,21.8,0.0
2025-05-19 21:00:00,30.0,70.28,18.4,0.0
2025-05-19 22:00:00,30.0,70.28,14.8,0.0
2025-05-19 23:00:00,30.0,68.26,14.4,0.0
2025-05-20 00:00:00,29.0,74.46,13.0,0.0
2025-05-20 01:00:00,29.0,74.46,16.6,0.0
2025-05-20 02:00:00,29.2,75.92,12.2,0.0
2025-05-20 03:00:00,29.0,74.46,13.0,0.0
2025-05-20 04:00:00,29.0,74.46,13.0,0.0
2025-05-20 05:00:00,29.2,74.5,13.3,0.0
2025-05-20 06:00:00,29.0,74.46,16.6,0.0
2025-05-20 07:00:00,29.0,74.46,11.2,0.0
2025-05-20 08:00:00,31.0,64.93,18.2,0.0
2025-05-20 09:00:00,32.0,55.55,25.9,0.0
2025-05-20 10:00:00,33.0,52.5,25.9,0.0
2025-05-20 11:00:00,34.0,53.1,25.6,0.0
2025-05-20 12:00:00,34.0,49.64,29.5,0.0
2025-05-20 13:00:00,35.0,44.17,29.5,0.0
2025-05-20 14:00:00,35.0,48.07,23.4,0.0
2025-05-20 15:00:00,35.0,44.17,25.9,0.0
2025-05-20 16:00:00,35.0,46.96,29.5,0.0
2025-05-20 17:00:00,34.0,55.08,25.6,0.0
2025-05-20 18:00:00,33.0,55.79,22.3,0.0
2025-05-20 19:00:00,32.0,29.47,22.3,0.0
2025-05-20 20:00:00,31.2,64.97,16.8,0.0
2025-05-20 21:00:00,31.0,62.49,13.0,0.0
2025-05-20 22:00:00,31.0,66.37,20.5,0.0
2025-05-20 23:00:00,30.8,69.72,16.9,0.0
2025-05-21 00:00:00,31.0,70.47,20.5,0.0
2025-05-21 01:00:00,30.0,74.62,18.4,0.0
2025-05-21 02:00:00,30.2,74.83,16.2,0.0
2025-05-21 03:00:00,30.0,70.28,18.4,0.0
2025-05-21 04:00:00,30.0,74.62,20.5,0.0
2025-05-21 05:00:00,30.0,76.04,16.9,0.0
2025-05-21 06:00:00,30.0,70.28,20.5,0.0
2025-05-21 07:00:00,30.0,70.28,16.6,0.0
2025-05-21 08:00:00,31.0,68.13,18.2,0.0
2025-05-21 09:00:00,32.0,55.55,18.4,0.0
2025-05-21 10:00:00,33.0,52.5,25.9,0.0
2025-05-21 11:00:00,34.6,53.25,18.4,0.0
2025-05-21 12:00:00,35.0,49.9,27.7,0.0
2025-05-21 13:00:00,36.0,47.22,29.5,0.0
2025-05-21 14:00:00,35.6,50.98,26.7,0.0
2025-05-21 15:00:00,36.0,44.43,33.5,0.0
2025-05-21 16:00:00,36.0,44.43,20.5,0.0
2025-05-21 17:00:00,34.0,58.21,28.0,0.0
2025-05-21 18:00:00,33.0,55.79,25.9,0.0
2025-05-21 19:00:00,32.0,59.03,16.6,0.0
2025-05-21 20:00:00,31.0,64.93,12.6,0.0
2025-05-21 21:00:00,30.0,66.17,20.5,0.0
2025-05-21 22:00:00,30.0,66.17,18.4,0.0
2025-05-21 23:00:00,30.0,68.26,12.2,0.0
2025-05-22 00:00:00,30.0,66.17,20.5,0.0
2025-05-22 01:00:00,30.0,66.17,22.3,0.0
2025-05-22 02:00:00,29.8,69.37,15.8,0.0
2025-05-22 03:00:00,29.0,74.46,14.8,0.0
2025-05-22 04:00:00,29.0,74.46,18.4,0.0
2025-05-22 05:00:00,29.0,75.89,13.7,0.0
2025-05-22 06:00:00,29.0,74.46,18.4,0.0
2025-05-22 07:00:00,30.0,70.28,11.2,0.0
2025-05-22 08:00:00,30.8,68.42,15.8,0.0
2025-05-22 09:00:00,32.0,62.7,18.4,0.0
2025-05-22 10:00:00,33.0,52.5,18.4,0.0
2025-05-22 11:00:00,34.2,54.21,17.3,0.0
2025-05-22 12:00:00,35.0,46.96,27.7,0.0
2025-05-22 13:00:00,36.0,39.29,27.7,0.0
2025-05-22 14:00:00,35.8,50.19,32.7,0.0
2025-05-22 15:00:00,35.0,46.96,29.5,0.0
2025-05-22 16:00:00,34.0,49.64,27.7,0.0
2025-05-22 17:00:00,34.0,53.1,22.6,0.0
2025-05-22 18:00:00,33.0,55.79,24.1,0.0
2025-05-22 19:00:00,31.0,62.49,22.3,0.0
2025-05-22 20:00:00,31.0,66.01,19.7,0.0
2025-05-22 21:00:00,30.0,70.28,13.0,0.0
2025-05-22 22:00:00,30.0,70.28,14.8,0.0
2025-05-22 23:00:00,30.0,73.35,11.2,0.0
2025-05-23 00:00:00,29.0,79.05,14.8,0.0
2025-05-23 01:00:00,29.0,79.05,16.6,0.0
2025-05-23 02:00:00,29.2,75.92,16.9,0.0
2025-05-23 03:00:00,29.0,74.46,16.6,0.0
2025-05-23 04:00:00,29.0,74.46,20.5,0.0
2025-05-23 05:00:00,29.0,75.89,16.8,0.0
2025-05-23 06:00:00,29.0,74.46,20.5,0.0
2025-05-23 07:00:00,29.0,74.46,18.4,0.0
2025-05-23 08:00:00,30.4,69.7,19.3,0.0
2025-05-23 09:00:00,32.0,59.03,18.4,0.0
2025-05-23 10:00:00,33.0,52.5,24.1,0.0
2025-05-23 11:00:00,35.0,44.47,22.3,0.0
2025-05-23 12:00:00,36.0,39.29,25.9,0.0
2025-05-23 13:00:00,37.0,34.95,27.7,0.0
2025-05-23 14:00:00,36.8,39.75,22.3,0.0
2025-05-23 15:00:00,36.0,44.43,31.7,0.0
2025-05-23 16:00:00,35.0,46.96,29.5,0.0
2025-05-23 17:00:00,34.0,53.1,22.9,0.0
2025-05-23 18:00:00,33.0,52.5,25.9,0.0
2025-05-23 19:00:00,32.0,59.03,20.5,0.0
2025-05-23 20:00:00,30.2,72.18,14.8,0.0
2025-05-23 21:00:00,30.0,74.62,22.3,0.0
2025-05-23 22:00:00,30.0,74.62,20.5,0.0
2025-05-23 23:00:00,30.0,76.04,16.9,0.0
2025-05-24 00:00:00,30.0,74.62,22.3,0.0
2025-05-24 01:00:00,29.0,79.05,18.4,0.0
2025-05-24 02:00:00,29.4,74.7,16.9,0.0
2025-05-24 03:00:00,29.0,74.46,13.0,0.0
2025-05-24 04:00:00,29.0,74.46,18.4,0.0
2025-05-24 05:00:00,29.2,75.92,14.8,0.0
2025-05-24 06:00:00,29.0,74.46,16.6,0.0
2025-05-24 07:00:00,30.0,70.28,16.6,0.0
2025-05-24 08:00:00,31.0,67.33,18.4,0.0
2025-05-24 09:00:00,32.0,59.03,18.4,0.0
2025-05-24 10:00:00,32.0,55.55,18.4,0.0
2025-05-24 11:00:00,33.0,55.93,21.2,0.0
2025-05-24 12:00:00,36.0,44.43,16.6,0.0
2025-05-24 13:00:00,36.0,44.43,29.5,0.0
2025-05-24 14:00:00,36.8,46.25,30.5,0.0
2025-05-24 15:00:00,37.0,47.48,27.7,0.0
2025-05-24 16:00:00,36.0,47.22,27.7,0.0
2025-05-24 17:00:00,34.8,54.58,23.4,0.0
2025-05-24 18:00:00,34.0,56.03,25.9,0.0
2025-05-24 19:00:00,32.0,62.7,18.4,0.0
2025-05-24 20:00:00,32.0,65.44,20.4,0.0
2025-05-24 21:00:00,32.0,62.7,13.0,0.0
2025-05-24 22:00:00,31.0,70.47,24.1,0.0
2025-05-24 23:00:00,30.8,76.17,16.9,0.0
2025-05-25 00:00:00,31.0,74.78,18.4,0.0
2025-05-25 01:00:00,31.0,74.78,18.4,0.0
2025-05-25 02:00:00,30.8,76.17,19.7,0.0
2025-05-25 03:00:00,31.0,74.78,22.3,0.0
2025-05-25 04:00:00,31.0,74.78,18.4,0.0
2025-05-25 05:00:00,30.6,78.34,14.8,0.0
2025-05-25 06:00:00,30.0,79.19,18.4,0.0
2025-05-25 07:00:00,31.0,74.78,18.4,0.0
2025-05-25 08:00:00,31.8,68.93,18.4,0.0
2025-05-25 09:00:00,33.0,62.92,14.8,0.0
2025-05-25 10:00:00,34.0,59.49,18.4,0.0
2025-05-25 11:00:00,35.4,55.85,18.2,0.0
2025-05-25 12:00:00,36.0,50.15,13.0,0.0
2025-05-25 13:00:00,37.0,47.48,27.7,0.0
2025-05-25 14:00:00,37.0,50.73,24.5,0.0
2025-05-25 15:00:00,37.0,47.48,29.5,0.0
2025-05-25 16:00:00,36.0,50.15,29.5,0.0
2025-05-25 17:00:00,35.2,55.76,24.0,0.0
2025-05-25 18:00:00,34.0,56.03,27.7,0.0
2025-05-25 19:00:00,32.0,66.57,25.9,0.0
2025-05-25 20:00:00,31.8,71.06,20.8,0.0
2025-05-25 21:00:00,31.0,70.47,16.6,0.0
2025-05-25 22:00:00,31.0,70.47,14.8,0.0
2025-05-25 23:00:00,31.2,71.34,13.7,0.0
2025-05-26 00:00:00,31.0,70.47,18.4,0.0
2025-05-26 01:00:00,31.0,70.47,13.0,0.0
2025-05-26 02:00:00,30.2,78.85,15.8,0.0
2025-05-26 03:00:00,30.0,74.62,16.6,0.0
2025-05-26 04:00:00,30.0,79.19,13.0,0.0
2025-05-26 05:00:00,30.2,78.85,15.8,0.0
2025-05-26 06:00:00,30.0,79.19,9.4,0.0
2025-05-26 07:00:00,30.0,79.19,13.0,0.0
2025-05-26 08:00:00,31.2,73.95,13.7,0.0
2025-05-26 09:00:00,32.0,66.57,16.6,0.0
2025-05-26 10:00:00,34.0,56.03,11.2,0.0
2025-05-26 11:00:00,35.0,55.71,15.8,0.0
2025-05-26 12:00:00,37.0,44.7,13.0,0.0
2025-05-26 13:00:00,38.0,42.33,14.8,0.0
2025-05-26 14:00:00,38.0,45.04,16.9,0.0
2025-05-26 15:00:00,38.0,42.33,18.4,0.0
2025-05-26 16:00:00,37.0,44.7,25.9,0.0
2025-05-26 17:00:00,35.6,53.88,21.8,0.0
2025-05-26 18:00:00,35.0,49.9,16.6,0.0
2025-05-26 19:00:00,34.0,49.64,24.1,0.0
2025-05-26 20:00:00,32.8,59.89,17.3,0.0
2025-05-26 21:00:00,32.0,62.7,18.4,0.0
2025-05-26 22:00:00,31.0,66.37,13.0,0.0
2025-05-26 23:00:00,31.0,76.2,12.6,0.0
2025-05-27 00:00:00,30.0,79.19,13.0,0.0
2025-05-27 01:00:00,30.0,74.62,18.4,0.0
2025-05-27 02:00:00,30.0,77.3,15.8,0.0
2025-05-27 03:00:00,29.0,89.51,20.2,0.0
2025-05-27 04:00:00,30.0,74.62,14.8,0.0
2025-05-27 05:00:00,30.0,77.3,17.3,0.0
2025-05-27 06:00:00,30.0,74.62,22.3,0.0
2025-05-27 07:00:00,30.0,74.62,22.3,0.0
2025-05-27 08:00:00,31.0,70.47,22.3,0.0
2025-05-27 09:00:00,32.0,62.7,16.6,0.0
2025-05-27 10:00:00,33.0,55.79,24.1,0.0
2025-05-27 11:00:00,34.0,55.08,14.8,0.0
2025-05-27 12:00:00,35.0,46.96,18.4,0.0
2025-05-27 13:00:00,35.0,49.9,25.9,0.0
2025-05-27 14:00:00,35.0,53.73,28.1,0.0
2025-05-27 15:00:00,35.0,49.9,27.7,0.0
2025-05-27 16:00:00,34.0,52.75,27.7,0.0
2025-05-27 17:00:00,34.0,57.34,25.6,0.0
2025-05-27 18:00:00,33.0,59.26,27.7,0.0
2025-05-27 19:00:00,32.0,66.57,22.3,0.0
2025-05-27 20:00:00,31.0,76.2,19.7,0.0
2025-05-27 21:00:00,31.0,74.78,18.4,0.0
2025-05-27 22:00:00,31.0,66.37,22.3,0.0
2025-05-27 23:00:00,31.0,69.76,12.2,0.0
2025-05-28 00:00:00,31.0,66.37,14.8,0.0
2025-05-28 01:00:00,30.0,74.62,11.2,0.0
2025-05-28 02:00:00,30.0,77.3,11.2,0.0
2025-05-28 03:00:00,30.0,79.19,18.4,0.0
2025-05-28 04:00:00,30.0,79.19,18.4,0.0
2025-05-28 05:00:00,30.2,76.61,17.9,0.0
2025-05-28 06:00:00,30.0,79.19,16.6,0.0
2025-05-28 07:00:00,30.0,74.62,18.4,0.0
2025-05-28 08:00:00,30.4,78.88,15.5,0.0
2025-05-28 09:00:00,33.0,62.92,14.8,0.0
2025-05-28 10:00:00,34.0,59.49,16.6,0.0
2025-05-28 11:00:00,34.6,59.59,19.3,0.0
2025-05-28 12:00:00,36.0,53.25,14.8,0.0
2025-05-28 13:00:00,37.0,50.41,22.3,0.0
2025-05-28 14:00:00,36.6,54.12,21.8,0.0
2025-05-28 15:00:00,37.0,50.41,18.4,0.0
2025-05-28 16:00:00,36.0,53.25,25.9,0.0
2025-05-28 17:00:00,34.2,62.55,24.0,0.0
2025-05-28 18:00:00,33.0,66.77,29.5,0.0
2025-05-28 19:00:00,32.0,70.65,27.7,0.0
2025-05-28 20:00:00,31.8,77.75,21.5,0.0
2025-05-28 21:00:00,32.0,74.94,25.9,0.0
2025-05-28 22:00:00,31.0,79.32,18.4,0.0
2025-05-28 23:00:00,31.0,78.96,15.5,0.0
2025-05-29 00:00:00,31.0,79.32,14.8,0.0
2025-05-29 01:00:00,31.0,74.78,13.0,0.0
2025-05-29 02:00:00,30.2,80.34,9.7,0.0
2025-05-29 03:00:00,30.0,79.19,11.2,0.0
2025-05-29 04:00:00,29.0,83.89,11.2,0.0
2025-05-29 05:00:00,29.6,83.18,10.1,0.0
2025-05-29 06:00:00,30.0,79.19,14.8,0.0
2025-05-29 07:00:00,31.0,79.32,9.4,0.0
2025-05-29 08:00:00,31.2,78.99,4.7,0.0
2025-05-29 09:00:00,33.0,70.83,9.4,0.0
2025-05-29 10:00:00,35.0,56.27,11.2,0.0
2025-05-29 11:00:00,36.0,55.95,8.6,0.0
2025-05-29 12:00:00,37.0,50.41,18.4,0.0
2025-05-29 13:00:00,36.0,53.25,18.4,0.0
2025-05-29 14:00:00,37.2,49.95,20.8,0.0
2025-05-29 15:00:00,38.0,42.33,22.3,0.0
2025-05-29 16:00:00,38.0,35.23,22.3,0.0
2025-05-29 17:00:00,37.6,36.24,24.5,0.0
2025-05-29 18:00:00,37.0,30.82,22.3,0.0
2025-05-29 19:00:00,36.0,28.66,24.1,0.0
2025-05-29 20:00:00,35.0,32.93,10.4,0.0
2025-05-29 21:00:00,34.0,38.75,11.2,0.0
2025-05-29 22:00:00,33.0,46.43,9.4,0.0
2025-05-29 23:00:00,33.2,43.66,16.2,0.0
2025-05-30 00:00:00,33.0,43.63,13.0,0.0
2025-05-30 01:00:00,32.0,55.55,16.6,0.0
2025-05-30 02:00:00,31.0,72.32,18.2,0.0
2025-05-30 03:00:00,31.0,66.37,13.0,0.0
2025-05-30 04:00:00,30.0,74.62,14.8,0.0
2025-05-30 05:00:00,30.2,72.18,12.6,0.0
2025-05-30 06:00:00,31.0,62.49,9.4,0.0
2025-05-30 07:00:00,31.0,66.37,11.2,0.0
2025-05-30 08:00:00,32.2,64.26,15.8,0.0
2025-05-30 09:00:00,34.0,52.75,22.3,0.0
2025-05-30 10:00:00,36.0,41.79,33.5,0.0
2025-05-30 11:00:00,37.0,42.14,22.3,0.0
2025-05-30 12:00:00,39.0,33.37,22.3,0.0
2025-05-30 13:00:00,39.0,27.65,35.3,0.0
2025-05-30 14:00:00,38.6,34.94,25.1,0.0
2025-05-30 15:00:00,38.0,39.83,25.9,0.0
2025-05-30 16:00:00,37.0,44.7,33.5,0.0
2025-05-30 17:00:00,35.0,53.73,28.1,0.0
2025-05-30 18:00:00,35.0,46.96,22.3,0.0
2025-05-30 19:00:00,33.0,59.26,29.5,0.0
2025-05-30 20:00:00,32.0,59.7,28.0,0.0
2025-05-30 21:00:00,32.0,59.03,27.7,0.0
2025-05-30 22:00:00,31.0,70.47,9.4,0.0
